Respondent_ID,True_Segment,Employment_Status,Industry_Sector,Org_Level,Work_Experience_Years,Org_Size,Age_Band,Gender,Prior_AI_Experience,Change_Frequency,AI_Strategy_Communicated,Training_Received,AI_Usage_Hours_Monthly,SEMDIFF_Trust,SEMDIFF_Empower,SEMDIFF_Intuitive,Rank_Training,Rank_Leadership,Rank_Evidence,Rank_JobSecurity,Rank_Peer,Scenario_Response,Barrier_Category,LEAD_1,LEAD_2,LEAD_3,MGMT_1,MGMT_2,CULT_1,CULT_2,CULT_3,PSAFE_1,PSAFE_2,CFAT_1,CFAT_2,RES_1,RES_2,RES_3,COMM_1,COMM_2,TRAIN_1,TRAIN_2,TRAIN_3,LIT_1,LIT_2,LIT_3,DLIT_1,DLIT_2,TRUST_1,TRUST_2,TRUST_3,ANX_1,ANX_2,PU_1,PU_2,PU_3,PEOU_1,PEOU_2,JSEC_1,JSEC_2,COLLAB_1,COLLAB_2,INFRA_1,INFRA_2,ENG_1,ENG_2,DCONF_1,DCONF_2,INTENT_1,INTENT_2,Leadership_Readiness_Score,Training_Quality_Score,AI_Trust_Score,Resistance_Score,Change_Fatigue_Score,Digital_Confidence_Score,Behavioural_Adoption_Intent_Score,AI_Readiness_Index,Digital_Maturity_Index,AI_Transformation_Readiness_Score,AI_Adopter_Flag,Contradictory_Response_Flag
186,Cautious Pragmatist,Part-time employed,Government / Public Sector,C-Suite / Executive,Less than 2 years,50 to 200,45 to 54,Male,"Yes, only once or twice",Constantly (more than 6 times),"Yes, clearly and in detail",Informal / self-directed learning only,9.6,2,3.0,3.0,2,3,4,5.0,1.0,Ask a colleague for help before trying it,No real barrier / fully ready,3,3,3,4.0,3.0,4,4,4,4.0,4.0,4.0,3.0,2,3,2,4,4,3,3,4,2.0,2.0,3,3.0,3.0,2,2,1,3,3,4,4,2,3,3,4.0,4.0,4.0,3.0,3.0,3.0,3,4,3,5,3,3,60.71,42.58,16.67,50.0,62.5,62.5,49.38,42.5,62.83,60.82,1,0
187,Cautious Pragmatist,Full-time employed,Banking & Financial Services,C-Suite / Executive,2 to 5 years,"More than 10,000",25 to 34,Female,"Yes, only once or twice",Never,,Informal / self-directed learning only,2.5,3,3.0,,1,2,4,5.0,,Ask a colleague for help before trying it,Lack of time,3,3,3,3.0,2.0,2,3,2,4.0,4.0,,2.0,3,3,4,3,3,3,2,3,3.0,3.0,3,3.0,2.0,5,4,4,3,2,4,4,3,3,3,3.0,3.0,2.0,3.0,3.0,4.0,3,3,2,3,4,4,46.43,30.42,83.33,55.0,25.0,37.5,77.36,67.5,43.51,68.84,1,0
188,AI Champion,Full-time employed,IT / Technology,Senior Manager / Director,11 to 15 years,"More than 10,000",25 to 34,Prefer not to say,"Yes, frequently",Never,"Yes, clearly and in detail","Yes, a one-time session or workshop",5.3,4,4.0,5.0,2,4,1,5.0,3.0,Try to figure it out myself immediately,Lack of time,5,5,4,5.0,4.0,4,4,3,3.0,4.0,1.0,1.0,1,1,1,4,5,5,5,4,4.0,4.0,4,4.0,4.0,4,4,4,2,1,5,4,4,5,5,2.0,2.0,5.0,3.0,3.0,3.0,5,5,5,4,5,5,89.29,79.29,75.0,10.0,0.0,81.25,95.7,85.0,68.98,86.7,1,0
189,Change Fatigued,Full-time employed,Banking & Financial Services,Middle Manager,11 to 15 years,"1,001 to 10,000",35 to 44,Male,"Yes, frequently",Constantly (more than 6 times),"No, there is no visible AI strategy",Informal / self-directed learning only,2.5,3,3.0,2.0,1,3,4,2.0,5.0,Ask a colleague for help before trying it,Lack of leadership support,2,2,1,2.0,2.0,3,3,3,3.0,3.0,4.0,3.0,2,1,3,2,2,4,3,3,3.0,3.0,4,2.0,2.0,2,2,2,2,4,1,1,1,2,2,4.0,4.0,4.0,3.0,4.0,4.0,3,3,3,3,3,2,21.43,42.58,25.0,45.0,62.5,37.5,34.9,22.5,46.84,53.28,0,0
190,Transformation Leader,Full-time employed,Other,Senior Manager / Director,6 to 10 years,Fewer than 50,45 to 54,Female,"Yes, only once or twice",Never,"Yes, clearly and in detail","Yes, a one-time session or workshop",9.4,4,3.0,4.0,1,3,2,5.0,4.0,Try to figure it out myself immediately,Lack of time,5,4,5,3.0,3.0,5,5,4,3.0,2.0,1.0,2.0,1,1,2,4,4,4,5,4,5.0,5.0,5,3.0,3.0,3,4,3,2,2,5,5,5,3,3,1.0,2.0,4.0,2.0,4.0,4.0,4,4,5,5,5,4,75.0,72.08,58.33,10.0,12.5,75.0,72.73,72.5,76.05,72.28,0,0
191,Digital Resister,Full-time employed,Retail & E-commerce,C-Suite / Executive,Less than 2 years,"More than 10,000",25 to 34,,"Yes, occasionally",Constantly (more than 6 times),"Yes, but only in general terms",No training received,2.0,1,1.0,3.0,2,5,4,1.0,3.0,Raise a concern with my manager about the lack of preparation,Poor infrastructure / tools,3,3,2,2.0,2.0,2,2,2,3.0,3.0,4.0,4.0,5,4,3,3,3,1,1,1,2.0,2.0,1,1.0,1.0,2,1,1,5,5,1,1,1,3,3,4.0,3.0,2.0,4.0,2.0,1.0,2,1,3,2,1,1,39.29,0.0,8.33,70.0,75.0,18.75,7.37,12.5,18.58,0.03,0,0
192,Transformation Leader,Full-time employed,,Senior Manager / Director,11 to 15 years,"More than 10,000",45 to 54,Male,"Yes, occasionally",Often (4 to 6 times),"Yes, but only in general terms","Yes, a one-time session or workshop",13.4,4,4.0,4.0,2,3,1,5.0,4.0,Try to figure it out myself immediately,No real barrier / fully ready,5,5,5,3.0,4.0,4,4,3,5.0,5.0,3.0,3.0,1,2,2,3,4,5,4,5,5.0,5.0,4,5.0,4.0,3,3,3,2,2,4,4,4,4,3,2.0,2.0,4.0,1.0,4.0,3.0,5,5,3,4,4,4,78.57,79.29,50.0,20.0,50.0,75.0,33.87,65.0,74.08,88.05,0,0
193,Transformation Leader,Full-time employed,Other,Senior Manager / Director,6 to 10 years,50 to 200,55 and above,Female,"No, never",Rarely (once),"Yes, but only in general terms",Informal / self-directed learning only,7.7,4,4.0,4.0,1,4,2,5.0,3.0,Wait for formal instructions before using it,No real barrier / fully ready,5,5,5,3.0,3.0,4,3,4,3.0,4.0,1.0,1.0,2,1,2,3,3,3,3,3,,4.0,3,4.0,3.0,4,4,4,1,1,4,3,4,4,5,2.0,3.0,4.0,2.0,4.0,3.0,4,3,4,4,4,4,71.43,36.5,75.0,25.0,0.0,68.75,93.03,80.0,68.33,81.83,0,0
194,Change Fatigued,Full-time employed,Government / Public Sector,Team Lead / Supervisor,Less than 2 years,"201 to 1,000",25 to 34,Female,"Yes, occasionally",Often (4 to 6 times),"No, there is no visible AI strategy",Informal / self-directed learning only,6.3,3,2.0,3.0,1,5,4,2.0,3.0,Ask a colleague for help before trying it,Lack of time,2,2,2,3.0,3.0,2,1,3,1.0,1.0,4.0,4.0,4,2,3,4,3,4,3,4,2.0,,3,2.0,2.0,1,2,2,5,4,3,3,3,3,2,3.0,3.0,2.0,4.0,4.0,2.0,3,2,4,4,3,4,42.86,48.67,16.67,50.0,75.0,50.0,63.37,30.0,53.52,39.85,1,0
195,Transformation Leader,Full-time employed,IT / Technology,Middle Manager,6 to 10 years,"More than 10,000",Under 25,Female,"Yes, only once or twice",Never,"No, but it is rumoured / informally discussed","Yes, structured and ongoing training",20.3,5,3.0,5.0,2,4,1,5.0,3.0,Try to figure it out myself immediately,Lack of training,5,5,4,5.0,5.0,5,5,4,4.0,4.0,,1.0,2,1,1,3,4,5,5,5,4.0,3.0,4,3.0,3.0,4,4,4,2,1,5,5,4,5,4,3.0,2.0,3.0,3.0,4.0,5.0,5,5,5,5,5,5,85.71,100.0,75.0,20.0,12.5,75.0,100.0,85.0,82.12,99.35,1,0
196,Transformation Leader,Full-time employed,Manufacturing,Middle Manager,2 to 5 years,"More than 10,000",35 to 44,Male,"Yes, occasionally",Rarely (once),"Yes, but only in general terms","Yes, structured and ongoing training",11.0,4,4.0,5.0,1,4,2,5.0,3.0,Try to figure it out myself immediately,No real barrier / fully ready,4,4,4,5.0,5.0,3,3,3,3.0,3.0,2.0,2.0,1,1,2,4,3,4,4,4,3.0,4.0,4,5.0,4.0,4,4,4,1,1,4,4,5,5,5,3.0,3.0,4.0,3.0,3.0,3.0,4,4,4,4,5,5,78.57,75.0,75.0,25.0,25.0,81.25,73.57,87.5,73.33,78.24,1,0
197,Cautious Pragmatist,Full-time employed,,Individual Contributor,11 to 15 years,"More than 10,000",25 to 34,Male,"No, never",Rarely (once),"Yes, but only in general terms","Yes, a one-time session or workshop",4.7,4,3.0,3.0,3,2,4,5.0,1.0,Try to figure it out myself immediately,Lack of leadership support,4,4,3,3.0,4.0,3,3,3,3.0,3.0,3.0,2.0,2,2,2,2,4,3,3,3,2.0,,2,2.0,2.0,5,4,5,2,2,4,4,4,3,3,2.0,3.0,4.0,3.0,2.0,3.0,3,4,3,3,4,5,60.71,43.25,91.67,30.0,37.5,37.5,87.83,75.0,41.53,68.27,1,0
198,Digital Resister,Currently a student with prior work experience,IT / Technology,Individual Contributor,2 to 5 years,"1,001 to 10,000",Under 25,Female,"Yes, occasionally",Often (4 to 6 times),"No, there is no visible AI strategy",No training received,2.9,2,2.0,,4,3,5,1.0,2.0,Ask a colleague for help before trying it,Distrust of AI accuracy,2,3,2,2.0,2.0,3,3,3,3.0,2.0,3.0,3.0,3,4,5,3,3,1,1,1,2.0,3.0,3,3.0,3.0,1,2,1,3,4,2,1,2,3,2,4.0,4.0,3.0,3.0,3.0,4.0,3,2,2,1,2,1,35.71,0.0,8.33,75.0,50.0,31.25,43.58,22.5,41.22,57.12,0,0
199,Transformation Leader,Currently a student with prior work experience,,Senior Manager / Director,6 to 10 years,50 to 200,35 to 44,Male,"Yes, frequently",Sometimes (2 to 3 times),"No, but it is rumoured / informally discussed","Yes, structured and ongoing training",8.5,5,3.0,4.0,1,4,3,5.0,2.0,Ask a colleague for help before trying it,Lack of leadership support,3,3,3,5.0,5.0,4,4,4,4.0,4.0,3.0,2.0,2,1,1,4,4,4,4,3,4.0,3.0,3,3.0,3.0,4,4,4,1,1,5,5,5,5,5,2.0,1.0,3.0,2.0,4.0,4.0,4,5,5,5,5,5,71.43,66.67,75.0,10.0,37.5,75.0,100.0,92.5,75.67,71.96,1,0
200,Cautious Pragmatist,Full-time employed,Government / Public Sector,Middle Manager,More than 15 years,,25 to 34,Male,"Yes, frequently",Never,"Yes, clearly and in detail","Yes, structured and ongoing training",1.7,3,4.0,3.0,1,2,5,3.0,4.0,Try to figure it out myself immediately,Lack of training,4,4,4,5.0,4.0,4,4,3,3.0,3.0,1.0,1.0,4,3,3,3,3,3,4,4,4.0,4.0,4,3.0,3.0,4,3,3,2,3,3,4,4,3,3,3.0,3.0,4.0,3.0,3.0,3.0,3,4,3,2,4,3,71.43,66.67,58.33,55.0,0.0,43.75,68.47,60.0,40.78,85.37,1,0
201,Change Fatigued,Full-time employed,Healthcare,Team Lead / Supervisor,6 to 10 years,"201 to 1,000",25 to 34,Female,"Yes, only once or twice",Constantly (more than 6 times),,Informal / self-directed learning only,1.9,1,3.0,1.0,1,5,4,2.0,3.0,Raise a concern with my manager about the lack of preparation,Fear of job loss,3,2,2,3.0,3.0,2,3,2,2.0,3.0,5.0,5.0,4,3,3,2,2,3,3,3,3.0,3.0,4,2.0,3.0,2,3,2,3,3,2,2,2,3,2,4.0,4.0,3.0,4.0,3.0,3.0,3,3,2,3,3,3,35.71,36.5,33.33,65.0,100.0,37.5,23.95,35.0,38.24,23.56,1,0
202,Digital Resister,Full-time employed,Consulting,Team Lead / Supervisor,More than 15 years,"1,001 to 10,000",45 to 54,Male,"Yes, only once or twice",Constantly (more than 6 times),"No, there is no visible AI strategy",No training received,1.1,3,,2.0,2,4,3,1.0,5.0,Avoid using it for as long as possible,Fear of job loss,2,2,2,1.0,2.0,3,3,3,2.0,3.0,4.0,4.0,4,5,5,2,2,1,1,2,2.0,3.0,2,2.0,2.0,2,2,2,4,4,2,1,3,2,2,5.0,4.0,2.0,4.0,2.0,2.0,2,2,3,3,2,2,21.43,4.96,25.0,90.0,75.0,37.5,24.78,25.0,28.68,43.28,0,0
203,Cautious Pragmatist,Full-time employed,Consulting,Team Lead / Supervisor,2 to 5 years,"201 to 1,000",,Male,"Yes, occasionally",Often (4 to 6 times),"No, there is no visible AI strategy",No training received,,4,4.0,3.0,1,3,2,5.0,4.0,Avoid using it for as long as possible,Lack of time,2,3,3,3.0,3.0,4,4,3,3.0,3.0,3.0,3.0,2,2,2,3,3,3,3,3,4.0,3.0,3,3.0,3.0,3,3,4,3,3,3,2,3,3,3,2.0,2.0,3.0,4.0,3.0,3.0,4,4,3,3,3,4,46.43,29.75,58.33,25.0,50.0,50.0,38.03,50.0,50.55,65.37,1,0
204,Transformation Leader,Full-time employed,Manufacturing,Team Lead / Supervisor,2 to 5 years,"More than 10,000",35 to 44,Female,"No, never",Never,"Yes, clearly and in detail",No training received,3.8,5,4.0,2.0,1,4,2,5.0,3.0,Ask a colleague for help before trying it,Lack of time,5,5,4,4.0,4.0,4,4,4,4.0,3.0,1.0,1.0,2,2,1,4,4,3,3,3,3.0,3.0,3,4.0,4.0,5,4,4,2,2,4,4,4,3,3,2.0,1.0,3.0,,3.0,3.0,4,5,3,3,4,4,82.14,29.75,83.33,15.0,0.0,62.5,34.12,72.5,56.64,85.2,0,0
205,AI Champion,Full-time employed,IT / Technology,Individual Contributor,2 to 5 years,"1,001 to 10,000",35 to 44,Female,"Yes, frequently",Rarely (once),"Yes, clearly and in detail","Yes, a one-time session or workshop",6.9,4,5.0,4.0,3,4,1,5.0,2.0,Try to figure it out myself immediately,Poor infrastructure / tools,5,5,5,3.0,3.0,5,4,3,4.0,5.0,2.0,1.0,2,2,2,4,4,5,4,4,4.0,,4,4.0,4.0,5,5,5,1,1,4,4,3,5,5,1.0,2.0,4.0,3.0,3.0,3.0,5,5,5,5,4,5,78.57,72.08,100.0,20.0,12.5,87.5,94.95,90.0,74.12,100.0,1,0
206,Transformation Leader,Full-time employed,Education,Middle Manager,11 to 15 years,"201 to 1,000",35 to 44,Male,"Yes, frequently",Sometimes (2 to 3 times),"No, but it is rumoured / informally discussed",No training received,17.4,3,4.0,3.0,1,3,2,,4.0,Ask a colleague for help before trying it,No real barrier / fully ready,4,5,5,4.0,4.0,5,5,5,4.0,4.0,4.0,2.0,2,2,2,3,4,3,3,3,5.0,5.0,5,4.0,4.0,3,2,2,2,2,3,4,4,4,4,1.0,1.0,5.0,2.0,4.0,4.0,5,4,5,5,4,4,78.57,29.75,33.33,15.0,50.0,87.5,55.86,60.0,85.08,100.0,1,0
207,Transformation Leader,Full-time employed,IT / Technology,Senior Manager / Director,11 to 15 years,50 to 200,,Male,"Yes, only once or twice",Rarely (once),"Yes, clearly and in detail","Yes, structured and ongoing training",8.7,4,5.0,5.0,2,1,3,5.0,4.0,Raise a concern with my manager about the lack of preparation,Lack of training,3,4,3,5.0,5.0,4,4,4,4.0,4.0,3.0,4.0,1,1,2,3,4,5,4,4,3.0,,3,5.0,3.0,3,4,4,3,2,3,4,4,5,4,3.0,2.0,4.0,2.0,3.0,3.0,5,5,5,5,4,3,71.43,83.33,66.67,20.0,62.5,87.5,56.2,70.0,75.7,52.24,0,0
208,Cautious Pragmatist,Full-time employed,Manufacturing,Individual Contributor,Less than 2 years,"1,001 to 10,000",45 to 54,Male,"Yes, frequently",Never,"No, but it is rumoured / informally discussed","Yes, structured and ongoing training",3.1,3,4.0,3.0,4,1,2,3.0,5.0,Try to figure it out myself immediately,Lack of time,4,4,5,3.0,3.0,2,2,3,2.0,2.0,3.0,1.0,2,3,2,2,3,3,4,3,1.0,2.0,2,2.0,2.0,4,4,4,3,3,3,2,2,4,4,3.0,3.0,3.0,3.0,4.0,4.0,4,4,4,4,3,4,60.71,58.33,75.0,40.0,25.0,50.0,73.58,57.5,55.05,34.12,1,0
209,Transformation Leader,Full-time employed,Banking & Financial Services,Individual Contributor,More than 15 years,"More than 10,000",25 to 34,Female,"Yes, occasionally",Rarely (once),"No, but it is rumoured / informally discussed","Yes, a one-time session or workshop",6.3,4,4.0,5.0,1,3,2,5.0,4.0,Raise a concern with my manager about the lack of preparation,Lack of training,5,5,5,5.0,5.0,4,5,5,4.0,4.0,1.0,2.0,2,1,1,2,3,4,4,4,4.0,5.0,5,3.0,3.0,4,5,4,2,2,4,4,5,5,5,1.0,1.0,5.0,1.0,2.0,3.0,3,3,4,4,5,4,82.14,64.88,83.33,5.0,12.5,62.5,100.0,85.0,56.86,82.27,1,0
210,Cautious Pragmatist,Full-time employed,Retail & E-commerce,Individual Contributor,2 to 5 years,"More than 10,000",35 to 44,Female,"Yes, only once or twice",Never,"No, there is no visible AI strategy","Yes, structured and ongoing training",3.4,3,5.0,3.0,1,2,5,3.0,4.0,Raise a concern with my manager about the lack of preparation,Distrust of AI accuracy,3,3,2,3.0,3.0,3,3,4,2.0,1.0,2.0,2.0,2,2,2,2,3,3,3,3,4.0,5.0,4,3.0,2.0,3,2,5,2,2,3,3,3,3,3,2.0,3.0,2.0,4.0,2.0,3.0,4,4,3,4,3,4,42.86,50.0,58.33,30.0,25.0,50.0,81.45,57.5,45.81,36.63,1,0
211,Change Fatigued,Self-employed / Business owner,Manufacturing,Middle Manager,6 to 10 years,"More than 10,000",25 to 34,Female,"No, never",Constantly (more than 6 times),"No, but it is rumoured / informally discussed",No training received,2.3,2,3.0,3.0,1,3,5,2.0,4.0,Wait for formal instructions before using it,Lack of leadership support,3,2,3,2.0,3.0,4,2,3,2.0,3.0,4.0,5.0,3,4,2,2,2,3,2,1,3.0,3.0,4,2.0,2.0,3,3,3,4,3,2,3,2,2,2,3.0,2.0,3.0,3.0,3.0,2.0,2,3,2,2,3,4,35.71,14.88,50.0,45.0,87.5,25.0,43.17,37.5,29.54,43.12,1,0
212,Cautious Pragmatist,Full-time employed,Government / Public Sector,Middle Manager,More than 15 years,Fewer than 50,25 to 34,Other,"Yes, frequently",Sometimes (2 to 3 times),"Yes, but only in general terms","Yes, structured and ongoing training",1.3,1,3.0,3.0,3,4,2,5.0,1.0,Ask a colleague for help before trying it,Lack of leadership support,3,3,4,3.0,3.0,2,2,4,,2.0,,3.0,2,2,1,3,3,3,2,3,3.0,3.0,4,,,2,2,2,3,4,2,1,1,3,2,2.0,2.0,4.0,1.0,3.0,4.0,3,2,2,2,3,3,53.57,41.67,25.0,20.0,50.0,37.5,71.97,25.0,39.51,62.97,0,0
213,Transformation Leader,Full-time employed,IT / Technology,Middle Manager,6 to 10 years,"1,001 to 10,000",25 to 34,Male,"Yes, frequently",Rarely (once),"Yes, but only in general terms",Informal / self-directed learning only,6.4,5,5.0,4.0,1,3,2,5.0,4.0,Wait for formal instructions before using it,Lack of leadership support,4,5,5,3.0,3.0,3,3,3,4.0,4.0,3.0,,1,1,1,3,3,3,3,4,4.0,5.0,4,3.0,2.0,4,5,4,3,2,4,4,4,5,3,4.0,3.0,4.0,1.0,4.0,5.0,3,4,5,5,5,5,67.86,42.58,83.33,25.0,25.0,68.75,83.61,75.0,73.68,46.99,1,0
214,Change Fatigued,Currently a student with prior work experience,IT / Technology,C-Suite / Executive,More than 15 years,"1,001 to 10,000",25 to 34,Male,"Yes, occasionally",Constantly (more than 6 times),"Yes, but only in general terms","Yes, a one-time session or workshop",2.3,3,3.0,2.0,1,5,2,3.0,4.0,Ask a colleague for help before trying it,Lack of training,3,3,3,2.0,3.0,4,3,2,3.0,3.0,4.0,5.0,2,2,2,3,2,3,3,2,2.0,3.0,3,1.0,1.0,4,3,3,3,3,2,3,2,2,3,2.0,2.0,5.0,2.0,2.0,3.0,3,3,1,1,3,4,42.86,36.04,58.33,25.0,87.5,0.0,56.04,45.0,16.21,15.0,1,0
215,Change Fatigued,Currently a student with prior work experience,Banking & Financial Services,Team Lead / Supervisor,11 to 15 years,50 to 200,25 to 34,Female,"No, never",Sometimes (2 to 3 times),"Yes, clearly and in detail",No training received,1.9,3,3.0,3.0,1,3,5,2.0,4.0,Wait for formal instructions before using it,Lack of training,3,3,3,3.0,3.0,3,2,4,3.0,3.0,3.0,3.0,2,2,2,3,4,2,2,2,2.0,1.0,1,3.0,4.0,2,3,2,3,3,2,3,2,3,4,4.0,4.0,3.0,3.0,2.0,2.0,2,2,3,3,3,3,53.57,14.88,33.33,45.0,50.0,56.25,43.08,42.5,41.58,45.41,1,0
216,Change Fatigued,Full-time employed,Manufacturing,Middle Manager,2 to 5 years,"201 to 1,000",45 to 54,Male,"Yes, occasionally",Sometimes (2 to 3 times),"No, but it is rumoured / informally discussed",No training received,0.7,3,4.0,2.0,1,3,5,2.0,4.0,Avoid using it for as long as possible,Lack of time,3,3,4,3.0,4.0,1,2,2,2.0,3.0,4.0,4.0,2,3,3,3,4,2,2,2,2.0,2.0,3,3.0,3.0,5,3,4,3,2,3,3,2,2,2,3.0,4.0,3.0,3.0,4.0,4.0,2,2,3,2,3,3,60.71,14.88,75.0,50.0,75.0,43.75,44.28,52.5,43.85,48.14,0,0
217,Transformation Leader,Full-time employed,,Middle Manager,6 to 10 years,"1,001 to 10,000",25 to 34,Male,"Yes, occasionally",Sometimes (2 to 3 times),"Yes, but only in general terms","Yes, structured and ongoing training",8.4,5,4.0,5.0,1,4,2,5.0,3.0,Try to figure it out myself immediately,No real barrier / fully ready,4,5,5,3.0,4.0,4,4,3,4.0,4.0,2.0,2.0,2,2,1,3,3,3,4,3,4.0,4.0,4,2.0,2.0,3,4,4,2,2,5,5,5,5,5,2.0,1.0,4.0,1.0,4.0,3.0,4,4,4,4,5,5,71.43,58.33,66.67,15.0,25.0,50.0,81.79,85.0,58.92,68.34,1,0
218,Transformation Leader,Full-time employed,Retail & E-commerce,C-Suite / Executive,6 to 10 years,"More than 10,000",35 to 44,Male,"Yes, occasionally",Never,"Yes, clearly and in detail","Yes, a one-time session or workshop",8.1,4,3.0,4.0,1,3,2,5.0,4.0,Try to figure it out myself immediately,Poor infrastructure / tools,3,2,2,4.0,5.0,2,3,2,5.0,3.0,2.0,2.0,2,1,1,4,5,4,4,4,4.0,4.0,4,3.0,2.0,3,3,3,2,2,4,5,4,5,5,2.0,2.0,3.0,3.0,4.0,4.0,4,3,4,3,3,4,64.29,64.88,50.0,15.0,25.0,50.0,43.25,75.0,62.02,59.36,0,0
219,Digital Resister,Full-time employed,Banking & Financial Services,Individual Contributor,More than 15 years,50 to 200,25 to 34,Prefer not to say,"Yes, only once or twice",Never,"Yes, but only in general terms",Informal / self-directed learning only,0.9,1,2.0,2.0,3,4,2,1.0,5.0,Try to figure it out myself immediately,Fear of job loss,2,1,2,,2.0,2,2,2,2.0,2.0,2.0,3.0,4,5,4,2,2,2,2,2,3.0,2.0,3,3.0,3.0,2,2,2,4,4,3,3,3,2,1,3.0,3.0,2.0,4.0,2.0,2.0,2,1,2,2,3,2,21.43,18.25,25.0,70.0,37.5,37.5,34.86,30.0,27.88,11.2,0,0
220,Cautious Pragmatist,Full-time employed,IT / Technology,Individual Contributor,More than 15 years,"1,001 to 10,000",25 to 34,Female,"Yes, only once or twice",Sometimes (2 to 3 times),"Yes, but only in general terms",No training received,2.0,3,3.0,4.0,4,2,3,5.0,1.0,Try to figure it out myself immediately,Poor infrastructure / tools,2,3,3,3.0,,5,4,4,5.0,4.0,2.0,3.0,2,2,2,2,2,3,3,3,3.0,2.0,2,4.0,2.0,3,3,3,4,2,4,3,4,4,4,3.0,4.0,3.0,3.0,3.0,3.0,3,3,3,3,4,3,39.29,29.75,50.0,40.0,37.5,50.0,73.31,60.0,45.25,34.51,0,0
221,Cautious Pragmatist,Full-time employed,IT / Technology,Team Lead / Supervisor,2 to 5 years,"201 to 1,000",35 to 44,Female,"Yes, occasionally",Constantly (more than 6 times),,"Yes, structured and ongoing training",4.3,4,3.0,2.0,2,3,5,4.0,1.0,Avoid using it for as long as possible,Lack of training,2,3,2,4.0,2.0,4,4,4,3.0,,2.0,3.0,4,3,3,3,3,4,5,4,2.0,4.0,3,3.0,4.0,4,4,4,3,3,3,3,3,2,3,3.0,2.0,3.0,4.0,3.0,3.0,3,3,4,4,3,4,42.86,83.33,75.0,50.0,37.5,68.75,56.89,55.0,60.87,53.53,0,0
222,Cautious Pragmatist,Self-employed / Business owner,Retail & E-commerce,Middle Manager,6 to 10 years,"201 to 1,000",45 to 54,Male,"Yes, only once or twice",Rarely (once),"No, but it is rumoured / informally discussed",Informal / self-directed learning only,4.0,4,3.0,3.0,2,5,1,4.0,3.0,Ask a colleague for help before trying it,Lack of time,3,3,3,3.0,3.0,2,2,3,3.0,3.0,2.0,1.0,2,2,2,4,3,4,3,3,4.0,4.0,3,2.0,2.0,4,3,4,2,3,4,4,3,3,3,3.0,2.0,2.0,,3.0,3.0,4,4,4,3,3,4,53.57,42.58,66.67,30.0,12.5,43.75,61.27,62.5,47.0,36.84,0,0
223,Cautious Pragmatist,Full-time employed,,Senior Manager / Director,More than 15 years,50 to 200,25 to 34,Male,"No, never",Often (4 to 6 times),"Yes, but only in general terms",Informal / self-directed learning only,5.1,3,3.0,2.0,1,2,3,5.0,4.0,Try to figure it out myself immediately,Distrust of AI accuracy,4,5,4,3.0,3.0,3,3,4,4.0,3.0,3.0,2.0,3,3,3,4,3,3,3,3,4.0,4.0,4,,4.0,2,3,3,3,2,3,3,4,3,2,2.0,2.0,3.0,3.0,2.0,2.0,3,3,3,3,3,3,67.86,36.5,41.67,40.0,37.5,56.25,25.83,50.0,48.72,25.65,0,0
224,Digital Resister,Full-time employed,Other,Team Lead / Supervisor,2 to 5 years,"More than 10,000",,Male,"Yes, frequently",Sometimes (2 to 3 times),"No, there is no visible AI strategy","Yes, a one-time session or workshop",5.3,1,3.0,3.0,2,4,5,1.0,3.0,Raise a concern with my manager about the lack of preparation,Poor infrastructure / tools,1,1,1,3.0,3.0,3,2,2,3.0,2.0,3.0,3.0,5,5,5,2,2,3,2,3,2.0,2.0,2,2.0,2.0,2,3,3,3,3,2,1,1,4,3,5.0,4.0,3.0,3.0,2.0,3.0,1,2,2,1,2,3,21.43,36.04,41.67,95.0,50.0,18.75,41.31,37.5,32.32,36.9,0,0
225,Transformation Leader,Part-time employed,IT / Technology,Team Lead / Supervisor,6 to 10 years,Fewer than 50,35 to 44,,"Yes, occasionally",Often (4 to 6 times),"Yes, clearly and in detail","Yes, structured and ongoing training",12.1,4,4.0,3.0,2,4,1,5.0,3.0,Try to figure it out myself immediately,Lack of leadership support,4,4,5,4.0,4.0,5,5,5,4.0,4.0,3.0,3.0,1,1,1,4,5,5,4,4,4.0,4.0,5,4.0,3.0,5,4,5,3,1,3,3,4,4,2,3.0,3.0,4.0,2.0,4.0,5.0,3,3,5,5,4,4,82.14,83.33,91.67,20.0,50.0,81.25,63.1,70.0,83.62,82.11,0,0
226,Digital Resister,Full-time employed,Insurance,Individual Contributor,11 to 15 years,"1,001 to 10,000",35 to 44,Female,"No, never",Often (4 to 6 times),"No, there is no visible AI strategy",Informal / self-directed learning only,0.9,1,2.0,,2,5,3,1.0,4.0,Raise a concern with my manager about the lack of preparation,Lack of leadership support,2,1,2,2.0,3.0,2,3,2,2.0,,4.0,4.0,4,4,4,1,1,3,3,2,2.0,1.0,2,2.0,1.0,1,2,2,4,5,3,2,2,3,2,3.0,3.0,3.0,3.0,3.0,3.0,2,3,3,2,3,1,17.86,30.42,16.67,65.0,75.0,25.0,37.66,25.0,27.88,39.21,0,0
